
total_score,Grid_score,Transform_accept_ratio,angle_constraint,atom_pair_constraint,chainbreak,coordinate_constraint,dihedral_constraint,dslf_ca_dih,dslf_cs_ang,dslf_ss_dih,dslf_ss_dst,fa_atr,fa_dun,fa_elec,fa_pair,fa_rep,fa_sol,hbond_bb_sc,hbond_lr_bb,hbond_sc,hbond_sr_bb,if_X_angle_constraint,if_X_atom_pair_constraint,if_X_chainbreak,if_X_coordinate_constraint,if_X_dihedral_constraint,if_X_dslf_ca_dih,if_X_dslf_cs_ang,if_X_dslf_ss_dih,if_X_dslf_ss_dst,if_X_fa_atr,if_X_fa_dun,if_X_fa_elec,if_X_fa_pair,if_X_fa_rep,if_X_fa_sol,if_X_hbond_bb_sc,if_X_hbond_lr_bb,if_X_hbond_sc,if_X_hbond_sr_bb,if_X_omega,if_X_p_aa_pp,if_X_pro_close,if_X_ref,if_X_res_type_constraint,interface_delta_X,ligand_is_touching_X,omega,p_aa_pp,pro_close,ref,res_type_constraint,total_score_X,vdw_grid_X,description
-1770.096,-15.0,0.88,0.0,0.0,0.0,3.487,0.0,0.0,0.0,0.0,0.0,-1705.268,200.959,-57.931,-51.19,213.631,791.503,-104.307,-162.438,-86.855,-412.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.496,0.0,-0.638,0.0,0.51,4.213,-2.77,0.0,-5.741,0.0,0.0,0.0,0.0,0.0,0.0,-10.922,1.0,63.567,-55.641,5.277,-0.872,-412.0,-14.0,-14.0,MAL_relax_MOL_0014
-1761.936,-15.0,0.88,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,-1704.892,202.712,-57.538,-50.762,213.31,790.843,-99.313,-162.33,-82.614,-412.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.084,0.0,-0.118,0.661,0.425,2.497,-0.037,0.0,-2.189,0.0,0.0,0.0,0.0,0.0,0.0,-3.844,1.0,60.309,-54.494,5.586,-0.872,-412.0,-15.0,-15.0,MAL_relax_MOL_0014
-1745.766,-15.0,0.878,0.0,0.0,0.0,2.416,0.0,0.0,0.0,0.0,0.0,-1707.244,201.206,-57.409,-50.631,214.304,790.823,-101.992,-162.096,-83.341,-414.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.37,0.0,0.146,0.0,0.2,3.734,-0.115,0.0,-2.004,0.0,0.0,0.0,0.0,0.0,0.0,-4.409,1.0,61.416,-56.347,29.569,0.981,-413.0,-15.0,-15.0,MAL_relax_MOL_0014
-1706.053,-13.0,0.832,0.0,0.0,0.0,1.754,0.0,0.0,0.0,0.0,0.0,-1700.787,200.658,-57.229,-50.664,265.967,788.543,-94.942,-162.522,-84.584,-411.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.654,0.0,-0.393,0.0,0.962,3.636,-1.679,0.0,-5.461,0.0,0.0,0.0,0.0,0.0,0.0,-8.59,1.0,61.573,-55.336,5.826,-1.431,-411.0,-14.0,-14.0,MAL_relax_MOL_0014
-1761.366,-15.0,0.824,0.0,0.0,0.0,2.003,0.0,0.0,0.0,0.0,0.0,-1705.129,202.963,-58.08,-51.712,216.432,790.108,-101.95,-162.556,-83.156,-411.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.295,0.0,-0.427,0.0,0.539,3.369,-2.906,0.0,-3.123,0.0,0.0,0.0,0.0,0.0,0.0,-8.842,1.0,62.64,-54.977,6.034,-0.872,-412.0,-15.0,-15.0,MAL_relax_MOL_0014
-1736.536,-14.0,0.816,0.0,0.0,0.0,1.544,0.0,0.0,0.0,0.0,0.0,-1699.392,199.715,-56.839,-50.426,219.462,788.411,-93.969,-162.48,-76.844,-411.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.215,0.0,0.036,0.0,0.94,3.877,-0.011,0.0,-1.307,0.0,0.0,0.0,0.0,0.0,0.0,-1.68,1.0,63.156,-53.915,5.814,0.658,-410.0,-15.0,-15.0,MAL_relax_MOL_0015
-1706.991,-13.0,0.854,0.0,0.0,0.0,1.569,0.0,0.0,0.0,0.0,0.0,-1706.822,202.264,-57.649,-50.744,271.575,792.478,-100.839,-161.401,-84.884,-411.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.273,0.0,-0.465,0.0,0.43,3.97,-0.03,0.0,-5.355,0.0,0.0,0.0,0.0,0.0,0.0,-7.722,1.0,61.556,-56.171,6.207,-0.872,-412.0,-14.0,-14.0,MAL_relax_MOL_0015
-1754.913,-15.0,0.896,0.0,0.0,0.0,2.861,0.0,0.0,0.0,0.0,0.0,-1708.011,203.036,-58.093,-50.7,212.859,792.77,-107.322,-160.784,-75.715,-413.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.586,0.0,-0.435,0.693,0.132,3.552,-0.117,0.0,-2.685,0.0,0.0,0.0,0.0,0.0,0.0,-4.447,1.0,63.521,-50.751,5.829,-0.234,-411.0,-14.0,-14.0,MAL_relax_MOL_0015
-1743.917,-14.0,0.846,0.0,0.0,0.0,3.136,0.0,0.0,0.0,0.0,0.0,-1704.522,200.203,-57.309,-50.561,223.649,790.23,-102.042,-161.397,-78.094,-411.561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.52,0.0,-0.158,0.0,0.498,3.378,-2.289,0.0,-0.677,0.0,0.0,0.0,0.0,0.0,0.0,-4.77,1.0,63.239,-54.911,5.807,1.217,-411.0,-15.0,-15.0,MAL_relax_MOL_0015
-1752.841,-14.0,0.818,0.0,0.0,0.0,2.455,0.0,0.0,0.0,0.0,0.0,-1699.452,202.006,-55.964,-49.962,209.593,787.284,-95.119,-162.378,-79.04,-413.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.306,0.0,-0.056,0.667,0.327,4.043,-0.033,0.0,-4.092,0.0,0.0,0.0,0.0,0.0,0.0,-5.45,1.0,62.148,-55.277,6.38,-1.431,-411.0,-15.0,-15.0,MAL_relax_MOL_0015
-1694.197,-12.0,0.886,0.0,0.0,0.0,1.817,0.0,0.0,0.0,0.0,0.0,-1701.879,205.322,-55.99,-50.795,262.083,787.47,-94.039,-162.449,-76.669,-412.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.385,0.0,-0.41,0.0,0.252,4.7,-0.031,0.0,-5.022,0.0,0.0,0.0,0.0,0.0,0.0,-6.896,1.0,64.958,-55.175,5.707,-1.002,-411.0,-14.0,-14.0,MAL_relax_MOL_0015
-1758.715,-15.0,0.878,0.0,0.0,0.0,2.026,0.0,0.0,0.0,0.0,0.0,-1704.404,202.531,-57.529,-51.43,215.741,789.657,-98.565,-161.253,-84.243,-412.696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.737,0.0,-0.29,0.657,0.639,5.901,-0.129,0.0,-7.205,0.0,0.0,0.0,0.0,0.0,0.0,-8.163,1.0,61.87,-54.546,6.998,-0.872,-412.0,-14.0,-14.0,MAL_relax_MOL_0015
-1708.017,-15.0,0.858,0.0,0.0,0.0,2.623,0.0,0.0,0.0,0.0,0.0,-1710.957,202.687,-58.2,-49.785,267.895,794.959,-103.221,-160.26,-83.18,-411.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.896,0.0,-0.049,0.693,0.215,2.599,-0.093,0.0,-1.162,0.0,0.0,0.0,0.0,0.0,0.0,-2.692,1.0,61.827,-54.617,5.849,0.981,-413.0,-15.0,-15.0,MAL_relax_MOL_0015
-1752.191,-11.0,0.844,0.0,0.0,0.0,1.547,0.0,0.0,0.0,0.0,0.0,-1701.281,201.426,-57.214,-50.799,211.601,788.586,-98.283,-161.518,-78.374,-410.961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.849,0.0,-0.072,0.0,0.17,2.655,-2.614,0.0,-0.116,0.0,0.0,0.0,0.0,0.0,0.0,-5.826,1.0,60.073,-54.12,6.037,1.087,-410.0,-15.0,-15.0,MAL_relax_MOL_0015
-1762.617,-14.0,0.842,0.0,0.0,0.0,2.237,0.0,0.0,0.0,0.0,0.0,-1704.324,202.325,-57.501,-50.889,213.227,788.739,-100.173,-162.226,-82.125,-411.733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.701,0.0,-0.4,0.0,0.758,3.605,-0.084,0.0,-3.81,0.0,0.0,0.0,0.0,0.0,0.0,-5.631,1.0,62.215,-55.286,5.769,-0.872,-412.0,-15.0,-15.0,MAL_relax_MOL_0015
-1695.836,-15.0,0.9,0.0,0.0,0.0,0.811,0.0,0.0,0.0,0.0,0.0,-1703.73,201.067,-58.068,-50.822,273.424,789.474,-97.298,-161.256,-82.427,-411.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.918,0.0,0.0,0.656,0.705,2.712,-0.088,0.0,-2.211,0.0,0.0,0.0,0.0,0.0,0.0,-3.142,1.0,62.638,-52.902,7.318,-0.872,-412.0,-15.0,-15.0,MAL_relax_MOL_0015
-1763.632,-13.0,0.838,0.0,0.0,0.0,2.426,0.0,0.0,0.0,0.0,0.0,-1706.19,201.438,-57.505,-50.422,212.802,790.522,-98.836,-161.061,-85.273,-410.727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.069,0.0,0.028,0.0,0.657,2.778,-0.061,0.0,-2.797,0.0,0.0,0.0,0.0,0.0,0.0,-5.465,1.0,60.412,-55.624,7.278,-0.872,-412.0,-15.0,-15.0,MAL_relax_MOL_0015
-1768.336,-13.0,0.82,0.0,0.0,0.0,1.76,0.0,0.0,0.0,0.0,0.0,-1703.679,200.466,-57.919,-50.368,212.049,789.704,-102.005,-162.144,-85.864,-411.634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.016,0.0,-0.603,0.639,0.259,3.937,-2.935,0.0,-4.658,0.0,0.0,0.0,0.0,0.0,0.0,-9.378,1.0,61.57,-55.586,5.668,1.646,-412.0,-15.0,-15.0,MAL_relax_MOL_0016
-1763.734,-15.0,0.892,0.0,0.0,0.0,3.126,0.0,0.0,0.0,0.0,0.0,-1701.843,200.255,-56.95,-50.927,210.263,786.853,-101.523,-163.475,-79.098,-411.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.363,0.0,-0.1,0.639,0.39,3.137,-2.894,0.0,-0.068,0.0,0.0,0.0,0.0,0.0,0.0,-5.259,1.0,61.365,-55.789,5.296,1.217,-411.0,-15.0,-15.0,MAL_relax_MOL_0016
-1761.482,-15.0,0.858,0.0,0.0,0.0,1.483,0.0,0.0,0.0,0.0,0.0,-1702.217,202.561,-56.856,-50.558,207.516,787.141,-100.182,-161.988,-82.533,-410.763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.905,0.0,-0.507,0.0,1.028,4.015,-2.63,0.0,-5.253,0.0,0.0,0.0,0.0,0.0,0.0,-10.252,1.0,64.744,-55.823,5.778,1.217,-411.0,-14.0,-14.0,MAL_relax_MOL_0016
-1767.96,-15.0,0.88,0.0,0.0,0.0,2.499,0.0,0.0,0.0,0.0,0.0,-1704.058,202.32,-57.691,-50.465,211.134,788.799,-99.659,-161.816,-85.019,-411.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.501,0.0,-0.227,0.663,0.317,2.581,-0.12,0.0,-4.776,0.0,0.0,0.0,0.0,0.0,0.0,-7.063,1.0,61.741,-57.26,5.612,-0.872,-412.0,-15.0,-15.0,MAL_relax_MOL_0016
-1699.179,-15.0,0.886,0.0,0.0,0.0,3.747,0.0,0.0,0.0,0.0,0.0,-1705.357,200.141,-57.333,-50.752,271.114,789.409,-97.487,-161.614,-81.051,-410.972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.677,0.0,-0.195,0.0,0.773,4.13,-2.24,0.0,-3.165,0.0,0.0,0.0,0.0,0.0,0.0,-7.374,1.0,62.999,-54.568,5.415,-0.872,-412.0,-15.0,-15.0,MAL_relax_MOL_0016
-1760.412,-13.0,0.84,0.0,0.0,0.0,1.741,0.0,0.0,0.0,0.0,0.0,-1705.567,202.307,-57.555,-51.594,216.442,790.783,-98.983,-161.99,-83.747,-410.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.041,0.0,-0.299,0.0,1.768,4.571,-1.726,0.0,-4.835,0.0,0.0,0.0,0.0,0.0,0.0,-7.561,1.0,60.893,-55.859,5.716,-0.872,-412.0,-15.0,-15.0,MAL_relax_MOL_0016
-1755.073,-14.0,0.832,0.0,0.0,0.0,1.906,0.0,0.0,0.0,0.0,0.0,-1703.937,202.542,-57.502,-51.262,217.126,789.087,-98.951,-161.513,-81.941,-411.662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.108,0.0,0.061,0.0,0.326,2.981,-0.054,0.0,-2.766,0.0,0.0,0.0,0.0,0.0,0.0,-4.56,1.0,62.313,-55.278,6.872,-0.872,-412.0,-15.0,-15.0,MAL_relax_MOL_0016
-1770.244,-14.0,0.882,0.0,0.0,0.0,2.556,0.0,0.0,0.0,0.0,0.0,-1707.5,202.969,-58.047,-51.098,212.964,789.548,-101.941,-161.593,-85.795,-411.542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.45,0.0,-0.469,0.0,0.294,4.441,-0.084,0.0,-5.789,0.0,0.0,0.0,0.0,0.0,0.0,-8.057,1.0,60.82,-55.257,5.691,0.981,-413.0,-15.0,-15.0,MAL_relax_MOL_0016
-1749.367,-15.0,0.874,0.0,0.0,0.0,2.115,0.0,0.0,0.0,0.0,0.0,-1705.417,200.352,-57.396,-50.782,219.628,791.908,-98.717,-163.593,-80.341,-411.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.333,0.0,-0.227,0.0,1.927,5.06,-0.874,0.0,-2.608,0.0,0.0,0.0,0.0,0.0,0.0,-3.056,1.0,63.163,-56.316,6.014,3.07,-412.0,-14.0,-14.0,MAL_relax_MOL_0016
-1710.262,-15.0,0.906,0.0,0.0,0.0,2.707,0.0,0.0,0.0,0.0,0.0,-1705.364,200.978,-57.491,-50.649,268.159,789.049,-96.209,-162.131,-83.671,-413.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.506,0.0,-0.478,0.0,0.375,5.299,-0.06,0.0,-5.752,0.0,0.0,0.0,0.0,0.0,0.0,-8.121,1.0,62.26,-55.973,4.943,-0.872,-412.0,-15.0,-15.0,MAL_relax_MOL_0016
-1758.354,-15.0,0.848,0.0,0.0,0.0,3.567,0.0,0.0,0.0,0.0,0.0,-1705.258,199.904,-57.313,-50.373,217.873,792.115,-99.709,-159.983,-87.189,-411.834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.834,0.0,-0.053,0.0,0.484,5.022,-0.051,0.0,-5.03,0.0,0.0,0.0,0.0,0.0,0.0,-6.463,1.0,62.573,-55.667,5.811,-0.872,-412.0,-14.0,-14.0,MAL_relax_MOL_0016
-1756.46,-13.0,0.858,0.0,0.0,0.0,4.092,0.0,0.0,0.0,0.0,0.0,-1705.252,201.103,-57.279,-51.402,217.134,789.89,-102.095,-160.715,-80.478,-413.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.919,0.0,-0.19,0.0,0.191,3.225,-0.049,0.0,-2.862,0.0,0.0,0.0,0.0,0.0,0.0,-4.605,1.0,64.69,-55.703,5.79,-0.872,-412.0,-15.0,-15.0,MAL_relax_MOL_0017
-1760.474,-13.0,0.836,0.0,0.0,0.0,2.075,0.0,0.0,0.0,0.0,0.0,-1705.176,200.585,-57.628,-51.691,216.452,789.862,-97.169,-161.864,-84.12,-410.891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.311,0.0,-0.412,0.0,0.879,3.344,-0.067,0.0,-5.889,0.0,0.0,0.0,0.0,0.0,0.0,-8.456,1.0,60.668,-54.375,5.668,-0.872,-412.0,-14.0,-14.0,MAL_relax_MOL_0016
-1755.183,-15.0,0.834,0.0,0.0,0.0,2.766,0.0,0.0,0.0,0.0,0.0,-1704.989,202.653,-56.362,-51.098,216.732,789.367,-103.183,-161.666,-82.822,-411.866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.419,0.0,0.001,0.0,0.4,4.561,-2.586,0.0,-0.209,0.0,0.0,0.0,0.0,0.0,0.0,-4.252,1.0,62.704,-54.582,7.516,1.646,-412.0,-15.0,-15.0,MAL_relax_MOL_0017
-1756.876,-15.0,0.878,0.0,0.0,0.0,3.662,0.0,0.0,0.0,0.0,0.0,-1704.7,200.853,-57.331,-51.483,214.403,792.111,-100.303,-162.509,-81.935,-410.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.553,0.0,-0.232,0.0,0.09,4.23,-0.139,0.0,-3.046,0.0,0.0,0.0,0.0,0.0,0.0,-4.65,1.0,62.12,-54.114,5.535,-0.872,-412.0,-14.0,-14.0,MAL_relax_MOL_0017
-1751.378,-15.0,0.884,0.0,0.0,0.0,1.753,0.0,0.0,0.0,0.0,0.0,-1707.661,200.514,-57.035,-49.802,219.838,789.836,-97.271,-160.92,-78.188,-412.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.899,0.0,-0.039,0.69,0.208,3.44,-0.049,0.0,-2.711,0.0,0.0,0.0,0.0,0.0,0.0,-4.359,1.0,62.279,-56.678,6.215,0.981,-413.0,-15.0,-15.0,MAL_relax_MOL_0017
-1758.325,-15.0,0.87,0.0,0.0,0.0,2.016,0.0,0.0,0.0,0.0,0.0,-1706.48,202.528,-56.659,-51.453,214.344,788.1,-98.218,-162.486,-78.516,-412.967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.558,0.0,-0.096,0.0,0.597,4.669,-2.499,0.0,-2.81,0.0,0.0,0.0,0.0,0.0,0.0,-7.697,1.0,63.205,-55.391,5.671,0.981,-413.0,-14.0,-14.0,MAL_relax_MOL_0017
-1662.687,-15.0,0.882,0.0,0.0,0.0,3.522,0.0,0.0,0.0,0.0,0.0,-1705.834,201.799,-57.724,-49.59,316.152,791.025,-102.312,-162.215,-82.271,-413.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.969,0.0,-0.016,0.67,0.418,2.468,-0.071,0.0,-1.783,0.0,0.0,0.0,0.0,0.0,0.0,-3.282,1.0,61.68,-55.653,5.39,-0.872,-412.0,-15.0,-15.0,MAL_relax_MOL_0017
-1731.781,-15.0,0.922,0.0,0.0,0.0,1.755,0.0,0.0,0.0,0.0,0.0,-1706.099,199.57,-57.337,-50.435,253.737,791.355,-102.132,-162.38,-86.743,-411.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.124,0.0,-0.584,0.639,0.212,3.923,-2.934,0.0,-5.481,0.0,0.0,0.0,0.0,0.0,0.0,-10.348,1.0,60.504,-54.856,5.459,-0.872,-412.0,-15.0,-15.0,MAL_relax_MOL_0017
-1704.136,-15.0,0.896,0.0,0.0,0.0,2.286,0.0,0.0,0.0,0.0,0.0,-1707.728,203.226,-57.85,-50.877,268.945,791.855,-102.164,-160.628,-79.303,-411.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.398,0.0,-0.114,0.0,0.525,2.93,-2.117,0.0,-0.746,0.0,0.0,0.0,0.0,0.0,0.0,-5.92,1.0,61.453,-55.069,5.664,-0.872,-412.0,-15.0,-15.0,MAL_relax_MOL_0017
-1753.184,-14.0,0.862,0.0,0.0,0.0,2.483,0.0,0.0,0.0,0.0,0.0,-1697.415,200.383,-56.807,-51.231,212.155,783.364,-96.178,-160.744,-82.009,-411.602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.248,0.0,0.181,0.0,0.591,3.167,-0.052,0.0,-2.429,0.0,0.0,0.0,0.0,0.0,0.0,-4.79,1.0,63.45,-55.563,6.443,1.087,-411.0,-15.0,-15.0,MAL_relax_MOL_0017
-1684.798,-14.0,0.842,0.0,0.0,0.0,2.052,0.0,0.0,0.0,0.0,0.0,-1711.046,202.354,-57.838,-50.797,292.302,794.734,-101.912,-162.985,-81.617,-412.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.022,0.0,-0.093,0.0,0.356,3.587,-2.084,0.0,-3.057,0.0,0.0,0.0,0.0,0.0,0.0,-7.312,1.0,61.97,-52.671,5.503,0.981,-413.0,-14.0,-14.0,MAL_relax_MOL_0017
-1758.792,-15.0,0.87,0.0,0.0,0.0,2.252,0.0,0.0,0.0,0.0,0.0,-1705.101,202.713,-57.363,-51.243,212.08,789.802,-100.663,-160.636,-78.643,-410.501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.744,0.0,-0.102,0.0,0.594,3.818,-0.915,0.0,-3.096,0.0,0.0,0.0,0.0,0.0,0.0,-6.445,1.0,60.78,-55.068,5.67,-0.872,-412.0,-15.0,-15.0,MAL_relax_MOL_0017
-1756.459,-12.0,0.85,0.0,0.0,0.0,1.802,0.0,0.0,0.0,0.0,0.0,-1704.928,201.419,-57.423,-51.601,216.733,789.946,-97.728,-162.19,-83.465,-411.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.087,0.0,-0.29,0.0,0.744,3.928,-2.034,0.0,-4.889,0.0,0.0,0.0,0.0,0.0,0.0,-8.628,1.0,60.544,-54.713,5.754,3.07,-412.0,-15.0,-15.0,MAL_relax_MOL_0018
-1760.169,-15.0,0.882,0.0,0.0,0.0,4.564,0.0,0.0,0.0,0.0,0.0,-1707.517,200.689,-57.263,-50.68,216.311,790.082,-102.022,-161.955,-81.392,-414.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.133,0.0,-0.033,0.0,0.373,5.252,-3.01,0.0,-1.362,0.0,0.0,0.0,0.0,0.0,0.0,-5.913,1.0,64.396,-57.375,8.94,0.981,-413.0,-13.0,-13.0,MAL_relax_MOL_0018
-1760.203,-15.0,0.844,0.0,0.0,0.0,4.774,0.0,0.0,0.0,0.0,0.0,-1702.053,199.759,-57.154,-51.326,216.182,786.941,-102.813,-161.563,-84.156,-409.844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.416,0.0,-0.05,0.0,0.557,3.562,-2.345,0.0,-2.642,0.0,0.0,0.0,0.0,0.0,0.0,-7.334,1.0,61.793,-56.68,5.721,1.217,-411.0,-15.0,-15.0,MAL_relax_MOL_0018
-1755.189,-11.0,0.86,0.0,0.0,0.0,2.368,0.0,0.0,0.0,0.0,0.0,-1700.406,204.04,-57.405,-51.536,211.518,789.122,-102.065,-160.182,-81.0,-411.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.203,0.0,-0.553,0.0,0.425,3.815,-5.094,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,-6.66,1.0,60.247,-54.78,5.656,2.511,-412.0,-13.0,-13.0,MAL_relax_MOL_0018
-1752.799,-15.0,0.91,0.0,0.0,0.0,2.536,0.0,0.0,0.0,0.0,0.0,-1705.903,201.861,-57.617,-49.692,218.056,790.857,-101.208,-160.988,-82.604,-411.729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.703,0.0,-0.137,0.704,0.914,2.981,-0.086,0.0,-2.888,0.0,0.0,0.0,0.0,0.0,0.0,-4.215,1.0,65.686,-54.933,5.75,-0.872,-412.0,-15.0,-15.0,MAL_relax_MOL_0018
-1758.657,-15.0,0.874,0.0,0.0,0.0,2.393,0.0,0.0,0.0,0.0,0.0,-1705.574,202.628,-57.615,-50.58,219.756,789.89,-103.724,-160.428,-83.704,-412.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.78,0.0,-0.076,0.651,0.712,2.266,-0.132,0.0,-2.473,0.0,0.0,0.0,0.0,0.0,0.0,-4.833,1.0,63.928,-56.256,5.761,-0.872,-412.0,-15.0,-15.0,MAL_relax_MOL_0018
-1763.979,-15.0,0.846,0.0,0.0,0.0,2.814,0.0,0.0,0.0,0.0,0.0,-1705.594,200.019,-57.533,-51.261,214.292,789.52,-100.434,-161.452,-84.684,-410.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.795,0.0,-0.236,0.0,0.51,3.82,-2.327,0.0,-4.001,0.0,0.0,0.0,0.0,0.0,0.0,-9.029,1.0,60.648,-56.208,5.709,1.646,-411.0,-14.0,-14.0,MAL_relax_MOL_0018
-1748.428,-14.0,0.86,0.0,0.0,0.0,1.866,0.0,0.0,0.0,0.0,0.0,-1706.521,205.349,-57.186,-49.909,218.764,790.503,-103.065,-161.468,-76.389,-411.536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.451,0.0,-0.055,0.683,0.08,3.131,-0.084,0.0,-2.589,0.0,0.0,0.0,0.0,0.0,0.0,-4.285,1.0,63.779,-56.165,5.567,0.981,-413.0,-15.0,-15.0,MAL_relax_MOL_0018
-1754.479,-13.0,0.836,0.0,0.0,0.0,2.395,0.0,0.0,0.0,0.0,0.0,-1702.02,201.418,-57.415,-51.517,212.284,786.841,-98.648,-162.719,-83.493,-411.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.092,0.0,-0.427,0.0,0.619,4.06,-2.536,0.0,-5.513,0.0,0.0,0.0,0.0,0.0,0.0,-9.888,1.0,66.62,-53.867,5.845,3.07,-412.0,-15.0,-15.0,MAL_relax_MOL_0018
-1750.939,-14.0,0.848,0.0,0.0,0.0,1.839,0.0,0.0,0.0,0.0,0.0,-1705.137,204.38,-57.414,-50.345,215.597,790.078,-102.032,-161.815,-74.479,-411.594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.505,0.0,-0.312,0.651,0.523,4.658,-2.429,0.0,-0.264,0.0,0.0,0.0,0.0,0.0,0.0,-3.679,1.0,62.114,-55.073,5.814,-0.872,-412.0,-15.0,-15.0,MAL_relax_MOL_0018
-1705.749,-15.0,0.87,0.0,0.0,0.0,2.289,0.0,0.0,0.0,0.0,0.0,-1705.005,201.678,-57.751,-51.659,270.799,789.626,-98.629,-161.487,-82.497,-411.431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.727,0.0,-0.228,0.0,0.92,3.677,-2.147,0.0,-2.704,0.0,0.0,0.0,0.0,0.0,0.0,-7.209,1.0,61.39,-55.813,5.614,-0.872,-412.0,-15.0,-15.0,MAL_relax_MOL_0018
-1756.681,-15.0,0.874,0.0,0.0,0.0,1.231,0.0,0.0,0.0,0.0,0.0,-1706.261,202.434,-57.612,-49.988,215.305,788.629,-98.857,-161.164,-79.411,-411.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.283,0.0,-0.242,0.0,0.863,4.423,-0.646,0.0,-3.985,0.0,0.0,0.0,0.0,0.0,0.0,-6.869,1.0,61.417,-54.559,6.443,-0.872,-412.0,-15.0,-15.0,MAL_relax_MOL_0018
